ensembl_transcript_id	transcript_version	target_id	ext_gene	description	num_aggregated_transcripts	sum_mean_obs_counts	pval	qval
ENSGALT00010053617	1	ENSGALG00010022005	NLRC5	NLR family CARD domain containing 5 [Source:NCBI gene (formerly Entrezgene);Acc:100857413]	2	8.244438270256474	1.6171314361571827e-6	2.7722877566337866e-5
ENSGALT00010051086	1	ENSGALG00010021103	RBMS1	RNA binding motif single stranded interacting protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:395880]	4	21.95431800501695	1.6697428843727172e-6	2.858617844959823e-5
ENSGALT00010063090	1	ENSGALG00010025886	ALDH2	aldehyde dehydrogenase 2 family member [Source:NCBI gene (formerly Entrezgene);Acc:416880]	3	13.797175476113802	1.6933953049846644e-6	2.8952038866624596e-5
ENSGALT00010038129	1	ENSGALG00010015834	STARD8	StAR related lipid transfer domain containing 8 [Source:HGNC Symbol;Acc:HGNC:19161]	2	9.171244760111716	1.703506300112809e-6	2.9085707837457732e-5
ENSGALT00010045587	1	ENSGALG00010018867	RPS2	ribosomal protein S2 [Source:NCBI gene (formerly Entrezgene);Acc:416544]	2	17.954310575650723	1.7251501686315938e-6	2.9415665375349997e-5
ENSGALT00010053775	1	ENSGALG00010022108	USP47	ubiquitin specific peptidase 47 [Source:NCBI gene (formerly Entrezgene);Acc:423032]	3	16.321452252783697	1.728105342038326e-6	2.9426502508856648e-5
ENSGALT00010064044	1	ENSGALG00010026316	NA	NA	3	10.758217694200173	1.7498614197878403e-6	2.9757026771351933e-5
ENSGALT00010019963	1	ENSGALG00010008343	TNFRSF21	TNF receptor superfamily member 21 [Source:NCBI gene (formerly Entrezgene);Acc:422062]	3	15.167782794947286	1.7553592046810575e-6	2.9785668111310996e-5
ENSGALT00010021948	1	ENSGALG00010009192	LSM14A	LSM14A, mRNA processing body assembly factor [Source:NCBI gene (formerly Entrezgene);Acc:415781]	3	15.242828459754111	1.758589422621152e-6	2.9785668111310996e-5
ENSGALT00010030391	1	ENSGALG00010012705	CPM	carboxypeptidase M [Source:NCBI gene (formerly Entrezgene);Acc:417843]	1	5.516688466157897	1.7566381995028612e-6	2.9785668111310996e-5
ENSGALT00010031182	1	ENSGALG00010012998	MAFF	MAF bZIP transcription factor F [Source:NCBI gene (formerly Entrezgene);Acc:395519]	1	7.8284639145075525	1.7663290908151921e-6	2.9876867794775366e-5
ENSGALT00010037202	1	ENSGALG00010015490	RANBP2	RAN binding protein 2 [Source:HGNC Symbol;Acc:HGNC:9848]	7	39.654629978411364	1.7723688312175332e-6	2.9926976661622783e-5
ENSGALT00010060536	1	ENSGALG00010024798	FBXO45	F-box protein 45 [Source:HGNC Symbol;Acc:HGNC:29148]	1	5.839595123985215	1.77400965233646e-6	2.9926976661622783e-5
ENSGALT00010031911	1	ENSGALG00010013274	MTF1	metal regulatory transcription factor 1 [Source:NCBI gene (formerly Entrezgene);Acc:428218]	1	5.2192892408582185	1.7866764337637371e-6	3.005265832245479e-5
ENSGALT00010032618	1	ENSGALG00010013563	FKBP1A	FK506 binding protein 1A [Source:NCBI gene (formerly Entrezgene);Acc:374233]	2	13.028787953887143	1.7885666903242446e-6	3.005265832245479e-5
ENSGALT00010063690	1	ENSGALG00010026149	LASP1	LIM and SH3 protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:420002]	3	22.58297220088469	1.787389714047131e-6	3.005265832245479e-5
ENSGALT00010040442	1	ENSGALG00010016772	TSPAN6	tetraspanin 6 [Source:NCBI gene (formerly Entrezgene);Acc:422262]	2	10.660763587289338	1.8134290796374274e-6	3.0430107545344454e-5
ENSGALT00010031469	1	ENSGALG00010013131	SPATA2	spermatosis associated 2 [Source:NCBI gene (formerly Entrezgene);Acc:419355]	1	5.648539234339024	1.817450355752716e-6	3.045729882837379e-5
ENSGALT00010055590	1	ENSGALG00010022837	ITGB3	integrin subunit beta 3 [Source:NCBI gene (formerly Entrezgene);Acc:374209]	2	7.297633037601223	1.8414835607272836e-6	3.08193409648896e-5
ENSGALT00010033607	1	ENSGALG00010014010	EIF5A2	eukaryotic translation initiation factor 5A2 [Source:NCBI gene (formerly Entrezgene);Acc:396545]	4	24.39712886387839	1.8539495196037931e-6	3.098709302462941e-5
ENSGALT00010067675	1	ENSGALG00010027919	TSEN2	tRNA splicing endonuclease subunit 2 [Source:NCBI gene (formerly Entrezgene);Acc:415965]	1	5.435219943141133	1.894412104099716e-6	3.1621726253432895e-5
ENSGALT00010046052	1	ENSGALG00010019024	CNPY3	canopy FGF signaling regulator 3 [Source:HGNC Symbol;Acc:HGNC:11968]	2	10.435559147749728	1.9027438507247822e-6	3.171906503323862e-5
ENSGALT00010029005	1	ENSGALG00010012102	SON	SON DNA and RNA binding protein [Source:HGNC Symbol;Acc:HGNC:11183]	1	8.146875863925924	1.9115169289252016e-6	3.182349574848439e-5
ENSGALT00010054539	1	ENSGALG00010022431	LARP4	La ribonucleoprotein domain family member 4 [Source:NCBI gene (formerly Entrezgene);Acc:426876]	2	11.443305214032234	1.9172561127717168e-6	3.183550428929214e-5
ENSGALT00010057475	1	ENSGALG00010023603	C1S	complement C1s [Source:NCBI gene (formerly Entrezgene);Acc:418294]	1	7.239649571972176	1.917257234511997e-6	3.183550428929214e-5
ENSGALT00010041989	1	ENSGALG00010017400	GPC4	glypican 4 [Source:HGNC Symbol;Acc:HGNC:4452]	3	21.456117024976827	1.9268072295063103e-6	3.195225688041445e-5
ENSGALT00010063115	1	ENSGALG00010025892	ZC3H11A	zinc finger CCCH-type containing 11A [Source:NCBI gene (formerly Entrezgene);Acc:421172]	1	6.762568993899574	1.936077977545913e-6	3.206407992577997e-5
ENSGALT00010051001	1	ENSGALG00010021075	DHRS3	dehydrogenase/reductase 3 [Source:NCBI gene (formerly Entrezgene);Acc:419480]	2	8.40137009698857	1.949754019372116e-6	3.2248473911023035e-5
ENSGALT00010071825	1	ENSGALG00010029696	SUMO2	small ubiquitin-like modifier 2 [Source:NCBI gene (formerly Entrezgene);Acc:770125]	2	11.899220050470205	1.986194598028304e-6	3.280841753982691e-5
ENSGALT00010070442	1	ENSGALG00010029150	NARF	nuclear prelamin A recognition factor [Source:HGNC Symbol;Acc:HGNC:29916]	2	9.885191997301357	2.0232203134482408e-6	3.337655773264549e-5
ENSGALT00010022414	1	ENSGALG00010009391	RSBN1L	round spermatid basic protein 1 like [Source:HGNC Symbol;Acc:HGNC:24765]	1	5.340570686989729	2.050980470479767e-6	3.379056915390432e-5
ENSGALT00010058378	1	ENSGALG00010023978	TFDP2	transcription factor Dp-2 [Source:NCBI gene (formerly Entrezgene);Acc:424780]	3	14.4180014312861	2.0758370774659996e-6	3.4155731731172075e-5
ENSGALT00010060357	1	ENSGALG00010024726	TMED2	transmembrane p24 trafficking protein 2 [Source:NCBI gene (formerly Entrezgene);Acc:416821]	3	19.48246706751059	2.0795922590581903e-6	3.4173196111932906e-5
ENSGALT00010020925	1	ENSGALG00010008821	NA	NA	2	6.0327495132010585	2.1022892795348115e-6	3.45014771024303e-5
ENSGALT00010027962	1	ENSGALG00010011688	PDE3A	phosphodiesterase 3A [Source:HGNC Symbol;Acc:HGNC:8778]	1	3.589728838608159	2.1164329447913505e-6	3.464395914532009e-5
ENSGALT00010069559	1	ENSGALG00010028744	HOMER3	homer scaffold protein 3 [Source:HGNC Symbol;Acc:HGNC:17514]	3	14.789503284492518	2.1139039842008623e-6	3.464395914532009e-5
ENSGALT00010013199	1	ENSGALG00010005518	HPGDS	hematopoietic prostaglandin D synthase [Source:NCBI gene (formerly Entrezgene);Acc:395863]	2	11.635240201725871	2.135991904084951e-6	3.491906352477022e-5
ENSGALT00010058747	1	ENSGALG00010024096	MYO1D	myosin ID [Source:HGNC Symbol;Acc:HGNC:7598]	9	48.348307273005744	2.1387747877805073e-6	3.491955850422589e-5
ENSGALT00010036412	1	ENSGALG00010015123	CEP85L	centrosomal protein 85 like [Source:HGNC Symbol;Acc:HGNC:21638]	3	7.437642590697179	2.144235801020613e-6	3.4963721557516066e-05
ENSGALT00010000039	1	ENSGALG00010000039	PDIA3	protein disulfide isomerase family A member 3 [Source:NCBI gene (formerly Entrezgene);Acc:373899]	3	24.322746183597715	2.163470095947049e-6	3.522883585296058e-5
ENSGALT00010066122	1	ENSGALG00010027272	DDX20	DEAD-box helicase 20 [Source:HGNC Symbol;Acc:HGNC:2743]	1	5.886383084261153	2.1688255400569297e-6	3.522883585296058e-5
ENSGALT00010069842	1	ENSGALG00010028876	ADAMTSL2	ADAMTS like 2 [Source:HGNC Symbol;Acc:HGNC:14631]	2	15.109128862370698	2.168354786148086e-6	3.522883585296058e-5
ENSGALT00010040602	1	ENSGALG00010016834	NA	NA	6	22.117311987451135	2.1744378482845226e-6	3.524783156773924e-5
ENSGALT00010062441	1	ENSGALG00010025590	HRAS	HRas proto-onco, GTPase [Source:NCBI gene (formerly Entrezgene);Acc:396229]	1	6.380300261074777	2.175551956293538e-6	3.524783156773924e-5
ENSGALT00010031830	1	ENSGALG00010013244	TRIM24	tripartite motif containing 24 [Source:HGNC Symbol;Acc:HGNC:11812]	1	6.832812967235711	2.1810282240447808e-6	3.52914847579491e-5
ENSGALT00010070619	1	ENSGALG00010029223	NME2	NME/NM23 nucleoside diphosphate kinase 2 [Source:NCBI gene (formerly Entrezgene);Acc:395916]	4	20.944341901529995	2.1995761993461093e-6	3.5546272184592026e-5
ENSGALT00010012460	1	ENSGALG00010005260	ANXA5	annexin A5 [Source:NCBI gene (formerly Entrezgene);Acc:428767]	3	20.09386628297273	2.2065846377141574e-6	3.556891069128564e-5
ENSGALT00010030690	1	ENSGALG00010012797	ZC3H7B	zinc finger CCCH-type containing 7B [Source:HGNC Symbol;Acc:HGNC:30869]	1	6.953549216618021	2.2064457076581955e-6	3.556891069128564e-5
ENSGALT00010013135	1	ENSGALG00010005495	TXN	thioredoxin [Source:NCBI gene (formerly Entrezgene);Acc:396437]	3	16.900846013149938	2.2209387581269816e-6	3.574123436053815e-5
ENSGALT00010015574	1	ENSGALG00010006546	SMOC2	SPARC related modular calcium binding 2 [Source:HGNC Symbol;Acc:HGNC:20323]	4	25.85278218475927	2.2229098147930475e-6	3.574123436053815e-5
ENSGALT00010066661	1	ENSGALG00010027522	PSMD5	proteasome 26S subunit, non-ATPase 5 [Source:NCBI gene (formerly Entrezgene);Acc:417125]	1	6.667939786503791	2.2373741436988927e-6	3.5928263780967276e-5
ENSGALT00010044606	1	ENSGALG00010018449	NA	NA	1	3.14165607225561	2.255298135560118e-6	3.617030612859122e-5
ENSGALT00010045892	1	ENSGALG00010018958	PELI3	pellino E3 ubiquitin protein ligase family member 3 [Source:NCBI gene (formerly Entrezgene);Acc:421279]	3	15.487898372915227	2.270025175733522e-6	3.636052951938821e-5
ENSGALT00010045347	1	ENSGALG00010018767	NDUFB6	NADH:ubiquinone oxidoreductase subunit B6 [Source:NCBI gene (formerly Entrezgene);Acc:416391]	2	10.315646501719028	2.325886282666567e-6	3.716145262205047e-5
ENSGALT00010066426	1	ENSGALG00010027397	RFX5	regulatory factor X5 [Source:HGNC Symbol;Acc:HGNC:9986]	2	8.292213272965554	2.3258294997153598e-6	3.716145262205047e-5
ENSGALT00010003631	1	ENSGALG00010001585	NA	NA	1	6.328529456856457	2.329745623893934e-6	3.717629306253893e-5
ENSGALT00010024948	1	ENSGALG00010010435	GAS1	growth arrest specific 1 [Source:HGNC Symbol;Acc:HGNC:4165]	1	5.724567171925259	2.339348135677163e-6	3.728262619246293e-5
ENSGALT00010025372	1	ENSGALG00010010662	MGST3	microsomal glutathione S-transferase 3 [Source:NCBI gene (formerly Entrezgene);Acc:424404]	2	9.839066554592751	2.376072232069064e-6	3.777299791482224e-5
ENSGALT00010059424	1	ENSGALG00010024363	EDEM2	ER degradation enhancing alpha-mannosidase like protein 2 [Source:HGNC Symbol;Acc:HGNC:15877]	2	9.676308152741239	2.3753239788722558e-6	3.777299791482224e-5
ENSGALT00010068304	1	ENSGALG00010028186	CCT3	chaperonin containing TCP1 subunit 3 [Source:HGNC Symbol;Acc:HGNC:1616]	2	14.295710577947872	2.3840445212170005e-6	3.785230137191348e-5
ENSGALT00010054491	1	ENSGALG00010022421	CMKLR1	chemerin chemokine-like receptor 1 [Source:NCBI gene (formerly Entrezgene);Acc:425507]	5	12.116494836932775	2.4617783118845735e-6	3.903764958070962e-5
ENSGALT00010058494	1	ENSGALG00010024019	MAP3K14	mitogen-activated protein kinase kinase kinase 14 [Source:NCBI gene (formerly Entrezgene);Acc:419964]	1	6.423566335306771	2.5328321319615445e-6	4.011424272916873e-5
ENSGALT00010017634	1	ENSGALG00010007401	SEC61G	Sec61 translocon gamma subunit [Source:NCBI gene (formerly Entrezgene);Acc:776639]	3	12.084594865204894	2.5614890652162653e-6	4.041672920563873e-5
ENSGALT00010034858	1	ENSGALG00010014515	ETNK1	ethanolamine kinase 1 [Source:HGNC Symbol;Acc:HGNC:24649]	1	6.713955351063368	2.5554355429813737e-6	4.041672920563873e-5
ENSGALT00010052353	1	ENSGALG00010021572	MYL9	myosin, light chain 9, regulatory [Source:NCBI gene (formerly Entrezgene);Acc:396215]	2	12.409236561125997	2.5596218048531967e-6	4.041672920563873e-5
ENSGALT00010004197	1	ENSGALG00010001844	HOXA10	homeobox A10 [Source:NCBI gene (formerly Entrezgene);Acc:776143]	1	4.47829067224699	2.5774094459890375e-6	4.0617411468095565e-5
ENSGALT00010054816	1	ENSGALG00010022517	HNRNPA1	heteroous nuclear ribonucleoprotein A1 [Source:NCBI gene (formerly Entrezgene);Acc:424136]	3	21.60326992051043	2.5822877382932793e-6	4.064379931512226e-5
ENSGALT00010022643	1	ENSGALG00010009482	ARID4B	AT-rich interaction domain 4B [Source:HGNC Symbol;Acc:HGNC:15550]	2	9.860163421648915	2.644593344445415e-6	4.154738158185194e-5
ENSGALT00010028636	1	ENSGALG00010011966	SLC25A24	solute carrier family 25 member 24 [Source:HGNC Symbol;Acc:HGNC:20662]	3	14.051722353976972	2.6462465961009276e-6	4.154738158185194e-5
ENSGALT00010002524	1	ENSGALG00010001112	TSC22D2	TSC22 domain family member 2 [Source:HGNC Symbol;Acc:HGNC:29095]	6	22.610111503372302	2.6651503696183584e-6	4.179245684669777e-5
ENSGALT00010046280	1	ENSGALG00010019123	PLEKHO2	pleckstrin homology domain containing O2 [Source:HGNC Symbol;Acc:HGNC:30026]	3	13.827271156258954	2.6961050877248762e-6	4.222566560849109e-5
ENSGALT00010040857	1	ENSGALG00010016924	LETM1	leucine zipper and EF-hand containing transmembrane protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:422898]	3	16.728747866179134	2.702995855036075e-6	4.222931701599464e-5
ENSGALT00010050490	1	ENSGALG00010020889	PPRC1	PPARG related coactivator 1 [Source:HGNC Symbol;Acc:HGNC:30025]	1	6.700162173032336	2.700721382047219e-6	4.222931701599464e-5
ENSGALT00010060569	1	ENSGALG00010024812	SBNO1	strawberry notch homolog 1 [Source:NCBI gene (formerly Entrezgene);Acc:427694]	3	15.198746201771675	2.7240214368503422e-6	4.2505456270459336e-5
ENSGALT00010051568	1	ENSGALG00010021272	NA	NA	1	5.477372656074358	2.7381473924620265e-6	4.267338798620795e-5
ENSGALT00010052053	1	ENSGALG00010021470	NA	NA	1	3.5773875491230123	2.7505194645538575e-6	4.2813607272797835e-5
ENSGALT00010019077	1	ENSGALG00010008004	ENY2	ENY2, transcription and export complex 2 subunit [Source:NCBI gene (formerly Entrezgene);Acc:420275]	2	9.299381988835695	2.7983254855745767e-6	4.350435920343025e-5
ENSGALT00010014112	1	ENSGALG00010005895	MLLT10	MLLT10 histone lysine methyltransferase DOT1L cofactor [Source:HGNC Symbol;Acc:HGNC:16063]	1	6.0733394855772875	2.8178101369058122e-6	4.372187891608129e-5
ENSGALT00010032420	1	ENSGALG00010013466	BRAF	B-Raf proto-onco, serine/threonine kinase [Source:NCBI gene (formerly Entrezgene);Acc:396239]	4	18.373673488558833	2.819209912766396e-6	4.372187891608129e-5
ENSGALT00010006208	1	ENSGALG00010002681	PLEKHB1	pleckstrin homology domain containing B1 [Source:NCBI gene (formerly Entrezgene);Acc:419064]	3	13.004382628147216	2.848011636908932e-6	4.4114622253756664e-5
ENSGALT00010067678	1	ENSGALG00010027920	SCAMP4	secretory carrier membrane protein 4 [Source:HGNC Symbol;Acc:HGNC:30385]	1	6.449189005583859	2.9029397299014343e-6	4.491060172381658e-5
ENSGALT00010066247	1	ENSGALG00010027326	MRPL24	mitochondrial ribosomal protein L24 [Source:HGNC Symbol;Acc:HGNC:14037]	2	9.959755043859575	2.9240481790770002e-06	4.5182064798746435e-5
ENSGALT00010040068	1	ENSGALG00010016615	BCORL1	BCL6 corepressor like 1 [Source:HGNC Symbol;Acc:HGNC:25657]	2	8.632814039275	2.942685939718286e-6	4.541473702100508e-5
ENSGALT00010054117	1	ENSGALG00010022241	POLR2C	RNA polymerase II subunit C [Source:NCBI gene (formerly Entrezgene);Acc:415635]	3	16.48437290326933	2.9529653023467186e-6	4.551800464832378e-5
ENSGALT00010029041	1	ENSGALG00010012113	WDR47	WD repeat domain 47 [Source:HGNC Symbol;Acc:HGNC:29141]	1	6.038171436478282	2.956691820527109e-6	4.552013645049382e-5
ENSGALT00010038268	1	ENSGALG00010015879	TRMT61A	tRNA methyltransferase 61A [Source:HGNC Symbol;Acc:HGNC:23790]	2	8.117127135343145	3.0315622061904145e-6	4.6616240179068605e-5
ENSGALT00010025054	1	ENSGALG00010010489	NA	NA	1	4.101377476214042	3.044641604748429e-6	4.6704139537894286e-5
ENSGALT00010069735	1	ENSGALG00010028829	GTF3C5	ral transcription factor IIIC subunit 5 [Source:NCBI gene (formerly Entrezgene);Acc:417164]	1	5.335446385198662	3.041853081337238e-6	4.6704139537894286e-5
ENSGALT00010062027	1	ENSGALG00010025407	MLXIP	MLX interacting protein [Source:HGNC Symbol;Acc:HGNC:17055]	2	9.404817795854228	3.0500874677639392e-6	4.6731171033880835e-5
ENSGALT00010054461	1	ENSGALG00010022406	ITPRID2	ITPR interacting domain containing 2 [Source:HGNC Symbol;Acc:HGNC:11319]	1	6.409668137565885	3.075566909128391e-6	4.706470664560045e-5
ENSGALT00010046488	1	ENSGALG00010019233	ARPC2	actin related protein 2/3 complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:705]	2	14.23420548101413	3.0964484498533743e-6	4.73271626925782e-5
ENSGALT00010047411	1	ENSGALG00010019649	TMEM63B	transmembrane protein 63B [Source:NCBI gene (formerly Entrezgene);Acc:421442]	1	8.796744894827544	3.1265509331990617e-6	4.772975347600878e-5
ENSGALT00010012184	1	ENSGALG00010005170	GPATCH2L	G-patch domain containing 2 like [Source:HGNC Symbol;Acc:HGNC:20210]	3	11.34109859126169	3.1392676874630203e-6	4.786628591725466e-5
ENSGALT00010032820	1	ENSGALG00010013648	NAV3	neuron navigator 3 [Source:NCBI gene (formerly Entrezgene);Acc:417869]	7	32.421799173750145	3.2662437262653786e-6	4.9742578525093146e-5
ENSGALT00010007420	1	ENSGALG00010003183	NAA16	N-alpha-acetyltransferase 16, NatA auxiliary subunit [Source:HGNC Symbol;Acc:HGNC:26164]	2	11.548948799731406	3.282779351720563e-6	4.9934459059864584e-5
ENSGALT00010029399	1	ENSGALG00010012275	VIRMA	vir like m6A methyltransferase associated [Source:HGNC Symbol;Acc:HGNC:24500]	3	13.558616382172456	3.2888546413639756e-6	4.996695806029149e-5
ENSGALT00010003377	1	ENSGALG00010001461	ASB9	ankyrin repeat and SOCS box containing 9 [Source:NCBI gene (formerly Entrezgene);Acc:418625]	2	8.996013749714795	3.339812268815075e-6	5.068045268204311e-5
ENSGALT00010019001	1	ENSGALG00010007975	ANKRD11	ankyrin repeat domain containing 11 [Source:HGNC Symbol;Acc:HGNC:21316]	2	15.72176303734879	3.3707224607662e-6	5.10883932345042e-5
ENSGALT00010032881	1	ENSGALG00010013686	UQCRQ	ubiquinol-cytochrome c reductase complex III subunit VII [Source:HGNC Symbol;Acc:HGNC:29594]	1	5.877854116744818	3.381249723809165e-6	5.118679474492013e-5
ENSGALT00010053509	1	ENSGALG00010022013	NA	NA	1	6.6604682670268	3.4090335626392874e-6	5.1545887694448156e-5
ENSGALT00010010705	1	ENSGALG00010004610	TGS1	trimethylguanosine synthase 1 [Source:NCBI gene (formerly Entrezgene);Acc:421126]	1	5.635650488561797	3.413557041833317e-6	5.155283884844936e-5
ENSGALT00010001522	1	ENSGALG00010000714	FBXL7	F-box and leucine rich repeat protein 7 [Source:HGNC Symbol;Acc:HGNC:13604]	1	4.749169036565608	3.4837881930899327e-6	5.248945955944304e-5
ENSGALT00010028111	1	ENSGALG00010011751	ZNF706	zinc finger protein 706 [Source:NCBI gene (formerly Entrezgene);Acc:768824]	2	13.062735386592282	3.4838503034093524e-6	5.248945955944304e-5
ENSGALT00010054280	1	ENSGALG00010022312	ZNF592	zinc finger protein 592 [Source:HGNC Symbol;Acc:HGNC:28986]	1	6.106075481018178	3.5079823377257373e-6	5.2790348678990155e-5
ENSGALT00010000701	1	ENSGALG00010000367	HSD17B10	hydroxysteroid 17-beta dehydrogenase 10 [Source:HGNC Symbol;Acc:HGNC:4800]	2	12.142550217772982	3.535269667284415e-6	5.307506627120721e-5
ENSGALT00010014390	1	ENSGALG00010006016	MTMR6	myotubularin related protein 6 [Source:HGNC Symbol;Acc:HGNC:7453]	2	9.2219008738252235	3.5347140585786834e-6	5.307506627120721e-5
ENSGALT00010026782	1	ENSGALG00010011213	XKR6	XK related 6 [Source:HGNC Symbol;Acc:HGNC:27806]	1	4.009759828078867	3.562635899764131e-6	5.335962104416501e-5
ENSGALT00010070605	1	ENSGALG00010029218	RPL23A	ribosomal protein L23a [Source:HGNC Symbol;Acc:HGNC:10317]	3	21.910030462262526	3.561700390881385e-6	5.335962104416501e-5
ENSGALT00010025928	1	ENSGALG00010010836	DIP2A	disco interacting protein 2 homolog A [Source:HGNC Symbol;Acc:HGNC:17217]	2	12.679108184160754	3.653910150124179e-6	5.4597766978180605e-5
ENSGALT00010066025	1	ENSGALG00010027232	ARRDC2	arrestin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25225]	1	4.450503336075869	3.6523935732990253e-6	5.4597766978180605e-5
ENSGALT00010071690	1	ENSGALG00010029652	LRRC59	leucine rich repeat containing 59 [Source:NCBI gene (formerly Entrezgene);Acc:422103]	2	9.229225655630575	3.6660901384246514e-6	5.47153170541825e-5
ENSGALT00010053476	1	ENSGALG00010022001	NA	NA	1	3.969740158589047	3.6853895592740603e-6	5.4938721444125416e-5
ENSGALT00010071707	1	ENSGALG00010029657	CHCHD2	coiled-coil-helix-coiled-coil-helix domain containing 2 [Source:NCBI gene (formerly Entrezgene);Acc:417544]	2	12.744305096679833	3.744645369928886e-6	5.5756538923612496e-5
